support,itemsets
0.06442,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.06456,"frozenset({'estudios_m_hash=F', 'nota10_hash=High', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06732,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06718,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'dedicacion=TC'})"
0.06732,"frozenset({'estudios_m_hash=F', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06718,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05762,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0576,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05762,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05748,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0743,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07434,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0741,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07428,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07406,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07408,"frozenset({'estudios_m_hash=F', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07374,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07382,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07362,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07374,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07356,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.07364,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0938,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.09354,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0936,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0935,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.053,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05294,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05296,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05288,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.0713,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.07136,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07128,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.07128,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07118,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.07124,"frozenset({'estudios_m_hash=F', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05802,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.05804,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05792,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.05798,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05786,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.05788,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07758,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07744,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.07752,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07742,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.1556,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.1558,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.15544,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.15558,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.15524,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.1554,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0577,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05778,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05764,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05766,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05752,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05758,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.21372,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.21326,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.21348,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.2132,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.24888,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.24842,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'dedicacion=TC'})"
0.24864,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.2484,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07398,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07388,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'dedicacion=TC'})"
0.07394,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07384,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.32292,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05044,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.05036,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.05046,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0504,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07202,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07218,"frozenset({'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07206,"frozenset({'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07202,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0719,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0721,"frozenset({'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.077,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0771,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07702,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.077,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07694,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07704,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10364,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.1035,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10368,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10352,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.06172,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0983,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0982,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09834,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0979,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06388,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06378,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06388,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0636,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.10162,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.10178,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.10132,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.10166,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.10124,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.10136,"frozenset({'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06736,"frozenset({'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0673,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06742,"frozenset({'estudios_m_hash=L', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06728,"frozenset({'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05278,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05274,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0528,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05274,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0732,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07334,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0732,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0733,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07316,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0733,"frozenset({'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.14172,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.14154,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.14168,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.14128,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0674,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
